Breakpoint 1 at 0x411854
Starting program: /challenge/integration-cimg-screenshot-win < exploit.cimg

Breakpoint 1, 0x0000000000411854 in handle_1337 ()
Dump of assembler code for function win:
   0x0000000000401576 <+0>:	endbr64
   0x000000000040d393 <+48669>:	or     edi,0xffffffff
   0x000000000040d396 <+48672>:	call   0x401260 <exit@plt>
   0x000000000040d39b <+48677>:	movsxd rdx,eax
   0x000000000040d39e <+48680>:	mov    rsi,rbp
   0x000000000040d3a1 <+48683>:	mov    edi,0x1
   0x000000000040d3a6 <+48688>:	call   0x4011a0 <write@plt>
   0x000000000040d3ab <+48693>:	lea    rdi,[rip+0x4da2]        # 0x412154
   0x000000000040d3b2 <+48700>:	call   0x401190 <puts@plt>
   0x000000000040d3b7 <+48705>:	lea    rdi,[rip+0x4c46]        # 0x412004
   0x000000000040d3be <+48712>:	xor    esi,esi
   0x000000000040d3c0 <+48714>:	xor    eax,eax
   0x000000000040d3c2 <+48716>:	call   0x401250 <open@plt>
   0x000000000040d3c7 <+48721>:	mov    edi,eax
   0x000000000040d3c9 <+48723>:	test   eax,eax
   0x000000000040d3cb <+48725>:	jns    0x40d401 <win+48779>
   0x000000000040d3cd <+48727>:	call   0x401180 <__errno_location@plt>
   0x000000000040d3d2 <+48732>:	mov    edi,DWORD PTR [rax]
   0x000000000040d3d4 <+48734>:	call   0x401280 <strerror@plt>
   0x000000000040d3d9 <+48739>:	lea    rsi,[rip+0x4c2a]        # 0x41200a
   0x000000000040d3e0 <+48746>:	mov    edi,0x1
   0x000000000040d3e5 <+48751>:	mov    rdx,rax
   0x000000000040d3e8 <+48754>:	xor    eax,eax
   0x000000000040d3ea <+48756>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d3ef <+48761>:	call   0x4011e0 <geteuid@plt>
   0x000000000040d3f4 <+48766>:	test   eax,eax
   0x000000000040d3f6 <+48768>:	je     0x4015d9 <win+99>
   0x000000000040d3fc <+48774>:	jmp    0x4015c1 <win+75>
   0x000000000040d401 <+48779>:	mov    edx,0x100
   0x000000000040d406 <+48784>:	mov    rsi,rbp
   0x000000000040d409 <+48787>:	call   0x401200 <read@plt>
   0x000000000040d40e <+48792>:	test   eax,eax
   0x000000000040d410 <+48794>:	jg     0x40d43c <win+48838>
   0x000000000040d412 <+48796>:	call   0x401180 <__errno_location@plt>
   0x000000000040d417 <+48801>:	mov    edi,DWORD PTR [rax]
   0x000000000040d419 <+48803>:	call   0x401280 <strerror@plt>
   0x000000000040d41e <+48808>:	mov    edi,0x1
   0x000000000040d423 <+48813>:	lea    rsi,[rip+0x4c7f]        # 0x4120a9
   0x000000000040d42a <+48820>:	mov    rdx,rax
   0x000000000040d42d <+48823>:	xor    eax,eax
   0x000000000040d42f <+48825>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d434 <+48830>:	or     edi,0xffffffff
   0x000000000040d437 <+48833>:	call   0x401260 <exit@plt>
   0x000000000040d43c <+48838>:	movsxd rdx,eax
   0x000000000040d43f <+48841>:	mov    rsi,rbp
   0x000000000040d442 <+48844>:	mov    edi,0x1
   0x000000000040d447 <+48849>:	call   0x4011a0 <write@plt>
   0x000000000040d44c <+48854>:	lea    rdi,[rip+0x4d01]        # 0x412154
   0x000000000040d453 <+48861>:	call   0x401190 <puts@plt>
   0x000000000040d458 <+48866>:	lea    rdi,[rip+0x4ba5]        # 0x412004
   0x000000000040d45f <+48873>:	xor    esi,esi
   0x000000000040d461 <+48875>:	xor    eax,eax
   0x000000000040d463 <+48877>:	call   0x401250 <open@plt>
   0x000000000040d468 <+48882>:	mov    edi,eax
   0x000000000040d46a <+48884>:	test   eax,eax
   0x000000000040d46c <+48886>:	jns    0x40d4a2 <win+48940>
   0x000000000040d46e <+48888>:	call   0x401180 <__errno_location@plt>
   0x000000000040d473 <+48893>:	mov    edi,DWORD PTR [rax]
   0x000000000040d475 <+48895>:	call   0x401280 <strerror@plt>
   0x000000000040d47a <+48900>:	lea    rsi,[rip+0x4b89]        # 0x41200a
   0x000000000040d481 <+48907>:	mov    edi,0x1
   0x000000000040d486 <+48912>:	mov    rdx,rax
   0x000000000040d489 <+48915>:	xor    eax,eax
   0x000000000040d48b <+48917>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d490 <+48922>:	call   0x4011e0 <geteuid@plt>
   0x000000000040d495 <+48927>:	test   eax,eax
   0x000000000040d497 <+48929>:	je     0x4015d9 <win+99>
   0x000000000040d49d <+48935>:	jmp    0x4015c1 <win+75>
   0x000000000040d4a2 <+48940>:	mov    edx,0x100
   0x000000000040d4a7 <+48945>:	mov    rsi,rbp
   0x000000000040d4aa <+48948>:	call   0x401200 <read@plt>
   0x000000000040d4af <+48953>:	test   eax,eax
   0x000000000040d4b1 <+48955>:	jg     0x40d4dd <win+48999>
   0x000000000040d4b3 <+48957>:	call   0x401180 <__errno_location@plt>
   0x000000000040d4b8 <+48962>:	mov    edi,DWORD PTR [rax]
   0x000000000040d4ba <+48964>:	call   0x401280 <strerror@plt>
   0x000000000040d4bf <+48969>:	mov    edi,0x1
   0x000000000040d4c4 <+48974>:	lea    rsi,[rip+0x4bde]        # 0x4120a9
   0x000000000040d4cb <+48981>:	mov    rdx,rax
   0x000000000040d4ce <+48984>:	xor    eax,eax
   0x000000000040d4d0 <+48986>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d4d5 <+48991>:	or     edi,0xffffffff
   0x000000000040d4d8 <+48994>:	call   0x401260 <exit@plt>
   0x000000000040d4dd <+48999>:	movsxd rdx,eax
   0x000000000040d4e0 <+49002>:	mov    rsi,rbp
   0x000000000040d4e3 <+49005>:	mov    edi,0x1
   0x000000000040d4e8 <+49010>:	call   0x4011a0 <write@plt>
   0x000000000040d4ed <+49015>:	lea    rdi,[rip+0x4c60]        # 0x412154
   0x000000000040d4f4 <+49022>:	call   0x401190 <puts@plt>
   0x000000000040d4f9 <+49027>:	lea    rdi,[rip+0x4b04]        # 0x412004
   0x000000000040d500 <+49034>:	xor    esi,esi
   0x000000000040d502 <+49036>:	xor    eax,eax
   0x000000000040d504 <+49038>:	call   0x401250 <open@plt>
   0x000000000040d509 <+49043>:	mov    edi,eax
   0x000000000040d50b <+49045>:	test   eax,eax
   0x000000000040d50d <+49047>:	jns    0x40d543 <win+49101>
   0x000000000040d50f <+49049>:	call   0x401180 <__errno_location@plt>
   0x000000000040d514 <+49054>:	mov    edi,DWORD PTR [rax]
   0x000000000040d516 <+49056>:	call   0x401280 <strerror@plt>
   0x000000000040d51b <+49061>:	lea    rsi,[rip+0x4ae8]        # 0x41200a
   0x000000000040d522 <+49068>:	mov    edi,0x1
   0x000000000040d527 <+49073>:	mov    rdx,rax
   0x000000000040d52a <+49076>:	xor    eax,eax
   0x000000000040d52c <+49078>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d531 <+49083>:	call   0x4011e0 <geteuid@plt>
   0x000000000040d536 <+49088>:	test   eax,eax
   0x000000000040d538 <+49090>:	je     0x4015d9 <win+99>
   0x000000000040d53e <+49096>:	jmp    0x4015c1 <win+75>
   0x000000000040d543 <+49101>:	mov    edx,0x100
   0x000000000040d548 <+49106>:	mov    rsi,rbp
   0x000000000040d54b <+49109>:	call   0x401200 <read@plt>
   0x000000000040d550 <+49114>:	test   eax,eax
   0x000000000040d552 <+49116>:	jg     0x40d57e <win+49160>
   0x000000000040d554 <+49118>:	call   0x401180 <__errno_location@plt>
   0x000000000040d559 <+49123>:	mov    edi,DWORD PTR [rax]
   0x000000000040d55b <+49125>:	call   0x401280 <strerror@plt>
   0x000000000040d560 <+49130>:	mov    edi,0x1
   0x000000000040d565 <+49135>:	lea    rsi,[rip+0x4b3d]        # 0x4120a9
   0x000000000040d56c <+49142>:	mov    rdx,rax
   0x000000000040d56f <+49145>:	xor    eax,eax
   0x000000000040d571 <+49147>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d576 <+49152>:	or     edi,0xffffffff
   0x000000000040d579 <+49155>:	call   0x401260 <exit@plt>
   0x000000000040d57e <+49160>:	movsxd rdx,eax
   0x000000000040d581 <+49163>:	mov    rsi,rbp
   0x000000000040d584 <+49166>:	mov    edi,0x1
   0x000000000040d589 <+49171>:	call   0x4011a0 <write@plt>
   0x000000000040d58e <+49176>:	lea    rdi,[rip+0x4bbf]        # 0x412154
   0x000000000040d595 <+49183>:	call   0x401190 <puts@plt>
   0x000000000040d59a <+49188>:	lea    rdi,[rip+0x4a63]        # 0x412004
   0x000000000040d5a1 <+49195>:	xor    esi,esi
   0x000000000040d5a3 <+49197>:	xor    eax,eax
   0x000000000040d5a5 <+49199>:	call   0x401250 <open@plt>
   0x000000000040d5aa <+49204>:	mov    edi,eax
   0x000000000040d5ac <+49206>:	test   eax,eax
   0x000000000040d5ae <+49208>:	jns    0x40d5e4 <win+49262>
   0x000000000040d5b0 <+49210>:	call   0x401180 <__errno_location@plt>
   0x000000000040d5b5 <+49215>:	mov    edi,DWORD PTR [rax]
   0x000000000040d5b7 <+49217>:	call   0x401280 <strerror@plt>
   0x000000000040d5bc <+49222>:	lea    rsi,[rip+0x4a47]        # 0x41200a
   0x000000000040d5c3 <+49229>:	mov    edi,0x1
   0x000000000040d5c8 <+49234>:	mov    rdx,rax
   0x000000000040d5cb <+49237>:	xor    eax,eax
   0x000000000040d5cd <+49239>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d5d2 <+49244>:	call   0x4011e0 <geteuid@plt>
   0x000000000040d5d7 <+49249>:	test   eax,eax
   0x000000000040d5d9 <+49251>:	je     0x4015d9 <win+99>
   0x000000000040d5df <+49257>:	jmp    0x4015c1 <win+75>
   0x000000000040d5e4 <+49262>:	mov    edx,0x100
   0x000000000040d5e9 <+49267>:	mov    rsi,rbp
   0x000000000040d5ec <+49270>:	call   0x401200 <read@plt>
   0x000000000040d5f1 <+49275>:	test   eax,eax
   0x000000000040d5f3 <+49277>:	jg     0x40d61f <win+49321>
   0x000000000040d5f5 <+49279>:	call   0x401180 <__errno_location@plt>
   0x000000000040d5fa <+49284>:	mov    edi,DWORD PTR [rax]
   0x000000000040d5fc <+49286>:	call   0x401280 <strerror@plt>
   0x000000000040d601 <+49291>:	mov    edi,0x1
   0x000000000040d606 <+49296>:	lea    rsi,[rip+0x4a9c]        # 0x4120a9
   0x000000000040d60d <+49303>:	mov    rdx,rax
   0x000000000040d610 <+49306>:	xor    eax,eax
   0x000000000040d612 <+49308>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d617 <+49313>:	or     edi,0xffffffff
   0x000000000040d61a <+49316>:	call   0x401260 <exit@plt>
   0x000000000040d61f <+49321>:	movsxd rdx,eax
   0x000000000040d622 <+49324>:	mov    rsi,rbp
   0x000000000040d625 <+49327>:	mov    edi,0x1
   0x000000000040d62a <+49332>:	call   0x4011a0 <write@plt>
   0x000000000040d62f <+49337>:	lea    rdi,[rip+0x4b1e]        # 0x412154
   0x000000000040d636 <+49344>:	call   0x401190 <puts@plt>
   0x000000000040d63b <+49349>:	lea    rdi,[rip+0x49c2]        # 0x412004
   0x000000000040d642 <+49356>:	xor    esi,esi
   0x000000000040d644 <+49358>:	xor    eax,eax
   0x000000000040d646 <+49360>:	call   0x401250 <open@plt>
   0x000000000040d64b <+49365>:	mov    edi,eax
   0x000000000040d64d <+49367>:	test   eax,eax
   0x000000000040d64f <+49369>:	jns    0x40d685 <win+49423>
   0x000000000040d651 <+49371>:	call   0x401180 <__errno_location@plt>
   0x000000000040d656 <+49376>:	mov    edi,DWORD PTR [rax]
   0x000000000040d658 <+49378>:	call   0x401280 <strerror@plt>
   0x000000000040d65d <+49383>:	lea    rsi,[rip+0x49a6]        # 0x41200a
   0x000000000040d664 <+49390>:	mov    edi,0x1
   0x000000000040d669 <+49395>:	mov    rdx,rax
   0x000000000040d66c <+49398>:	xor    eax,eax
   0x000000000040d66e <+49400>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d673 <+49405>:	call   0x4011e0 <geteuid@plt>
   0x000000000040d678 <+49410>:	test   eax,eax
   0x000000000040d67a <+49412>:	je     0x4015d9 <win+99>
   0x000000000040d680 <+49418>:	jmp    0x4015c1 <win+75>
   0x000000000040d685 <+49423>:	mov    edx,0x100
   0x000000000040d68a <+49428>:	mov    rsi,rbp
   0x000000000040d68d <+49431>:	call   0x401200 <read@plt>
   0x000000000040d692 <+49436>:	test   eax,eax
   0x000000000040d694 <+49438>:	jg     0x40d6c0 <win+49482>
   0x000000000040d696 <+49440>:	call   0x401180 <__errno_location@plt>
   0x000000000040d69b <+49445>:	mov    edi,DWORD PTR [rax]
   0x000000000040d69d <+49447>:	call   0x401280 <strerror@plt>
   0x000000000040d6a2 <+49452>:	mov    edi,0x1
   0x000000000040d6a7 <+49457>:	lea    rsi,[rip+0x49fb]        # 0x4120a9
   0x000000000040d6ae <+49464>:	mov    rdx,rax
   0x000000000040d6b1 <+49467>:	xor    eax,eax
   0x000000000040d6b3 <+49469>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d6b8 <+49474>:	or     edi,0xffffffff
   0x000000000040d6bb <+49477>:	call   0x401260 <exit@plt>
   0x000000000040d6c0 <+49482>:	movsxd rdx,eax
   0x000000000040d6c3 <+49485>:	mov    rsi,rbp
   0x000000000040d6c6 <+49488>:	mov    edi,0x1
   0x000000000040d6cb <+49493>:	call   0x4011a0 <write@plt>
   0x000000000040d6d0 <+49498>:	lea    rdi,[rip+0x4a7d]        # 0x412154
   0x000000000040d6d7 <+49505>:	call   0x401190 <puts@plt>
   0x000000000040d6dc <+49510>:	lea    rdi,[rip+0x4921]        # 0x412004
   0x000000000040d6e3 <+49517>:	xor    esi,esi
   0x000000000040d6e5 <+49519>:	xor    eax,eax
   0x000000000040d6e7 <+49521>:	call   0x401250 <open@plt>
   0x000000000040d6ec <+49526>:	mov    edi,eax
   0x000000000040d6ee <+49528>:	test   eax,eax
   0x000000000040d6f0 <+49530>:	jns    0x40d726 <win+49584>
   0x000000000040d6f2 <+49532>:	call   0x401180 <__errno_location@plt>
   0x000000000040d6f7 <+49537>:	mov    edi,DWORD PTR [rax]
   0x000000000040d6f9 <+49539>:	call   0x401280 <strerror@plt>
   0x000000000040d6fe <+49544>:	lea    rsi,[rip+0x4905]        # 0x41200a
   0x000000000040d705 <+49551>:	mov    edi,0x1
   0x000000000040d70a <+49556>:	mov    rdx,rax
   0x000000000040d70d <+49559>:	xor    eax,eax
   0x000000000040d70f <+49561>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d714 <+49566>:	call   0x4011e0 <geteuid@plt>
   0x000000000040d719 <+49571>:	test   eax,eax
   0x000000000040d71b <+49573>:	je     0x4015d9 <win+99>
   0x000000000040d721 <+49579>:	jmp    0x4015c1 <win+75>
   0x000000000040d726 <+49584>:	mov    edx,0x100
   0x000000000040d72b <+49589>:	mov    rsi,rbp
   0x000000000040d72e <+49592>:	call   0x401200 <read@plt>
   0x000000000040d733 <+49597>:	test   eax,eax
   0x000000000040d735 <+49599>:	jg     0x40d761 <win+49643>
   0x000000000040d737 <+49601>:	call   0x401180 <__errno_location@plt>
   0x000000000040d73c <+49606>:	mov    edi,DWORD PTR [rax]
   0x000000000040d73e <+49608>:	call   0x401280 <strerror@plt>
   0x000000000040d743 <+49613>:	mov    edi,0x1
   0x000000000040d748 <+49618>:	lea    rsi,[rip+0x495a]        # 0x4120a9
   0x000000000040d74f <+49625>:	mov    rdx,rax
   0x000000000040d752 <+49628>:	xor    eax,eax
   0x000000000040d754 <+49630>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d759 <+49635>:	or     edi,0xffffffff
   0x000000000040d75c <+49638>:	call   0x401260 <exit@plt>
   0x000000000040d761 <+49643>:	movsxd rdx,eax
   0x000000000040d764 <+49646>:	mov    rsi,rbp
   0x000000000040d767 <+49649>:	mov    edi,0x1
   0x000000000040d76c <+49654>:	call   0x4011a0 <write@plt>
   0x000000000040d771 <+49659>:	lea    rdi,[rip+0x49dc]        # 0x412154
   0x000000000040d778 <+49666>:	call   0x401190 <puts@plt>
   0x000000000040d77d <+49671>:	lea    rdi,[rip+0x4880]        # 0x412004
   0x000000000040d784 <+49678>:	xor    esi,esi
   0x000000000040d786 <+49680>:	xor    eax,eax
   0x000000000040d788 <+49682>:	call   0x401250 <open@plt>
   0x000000000040d78d <+49687>:	mov    edi,eax
   0x000000000040d78f <+49689>:	test   eax,eax
   0x000000000040d791 <+49691>:	jns    0x40d7c7 <win+49745>
   0x000000000040d793 <+49693>:	call   0x401180 <__errno_location@plt>
   0x000000000040d798 <+49698>:	mov    edi,DWORD PTR [rax]
   0x000000000040d79a <+49700>:	call   0x401280 <strerror@plt>
   0x000000000040d79f <+49705>:	lea    rsi,[rip+0x4864]        # 0x41200a
   0x000000000040d7a6 <+49712>:	mov    edi,0x1
   0x000000000040d7ab <+49717>:	mov    rdx,rax
   0x000000000040d7ae <+49720>:	xor    eax,eax
   0x000000000040d7b0 <+49722>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d7b5 <+49727>:	call   0x4011e0 <geteuid@plt>
   0x000000000040d7ba <+49732>:	test   eax,eax
   0x000000000040d7bc <+49734>:	je     0x4015d9 <win+99>
   0x000000000040d7c2 <+49740>:	jmp    0x4015c1 <win+75>
   0x000000000040d7c7 <+49745>:	mov    edx,0x100
   0x000000000040d7cc <+49750>:	mov    rsi,rbp
   0x000000000040d7cf <+49753>:	call   0x401200 <read@plt>
   0x000000000040d7d4 <+49758>:	test   eax,eax
   0x000000000040d7d6 <+49760>:	jg     0x40d802 <win+49804>
   0x000000000040d7d8 <+49762>:	call   0x401180 <__errno_location@plt>
   0x000000000040d7dd <+49767>:	mov    edi,DWORD PTR [rax]
   0x000000000040d7df <+49769>:	call   0x401280 <strerror@plt>
   0x000000000040d7e4 <+49774>:	mov    edi,0x1
   0x000000000040d7e9 <+49779>:	lea    rsi,[rip+0x48b9]        # 0x4120a9
   0x000000000040d7f0 <+49786>:	mov    rdx,rax
   0x000000000040d7f3 <+49789>:	xor    eax,eax
   0x000000000040d7f5 <+49791>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d7fa <+49796>:	or     edi,0xffffffff
   0x000000000040d7fd <+49799>:	call   0x401260 <exit@plt>
   0x000000000040d802 <+49804>:	movsxd rdx,eax
   0x000000000040d805 <+49807>:	mov    rsi,rbp
   0x000000000040d808 <+49810>:	mov    edi,0x1
   0x000000000040d80d <+49815>:	call   0x4011a0 <write@plt>
   0x000000000040d812 <+49820>:	lea    rdi,[rip+0x493b]        # 0x412154
   0x000000000040d819 <+49827>:	call   0x401190 <puts@plt>
   0x000000000040d81e <+49832>:	lea    rdi,[rip+0x47df]        # 0x412004
   0x000000000040d825 <+49839>:	xor    esi,esi
   0x000000000040d827 <+49841>:	xor    eax,eax
   0x000000000040d829 <+49843>:	call   0x401250 <open@plt>
   0x000000000040d82e <+49848>:	mov    edi,eax
   0x000000000040d830 <+49850>:	test   eax,eax
   0x000000000040d832 <+49852>:	jns    0x40d868 <win+49906>
   0x000000000040d834 <+49854>:	call   0x401180 <__errno_location@plt>
   0x000000000040d839 <+49859>:	mov    edi,DWORD PTR [rax]
   0x000000000040d83b <+49861>:	call   0x401280 <strerror@plt>
   0x000000000040d840 <+49866>:	lea    rsi,[rip+0x47c3]        # 0x41200a
   0x000000000040d847 <+49873>:	mov    edi,0x1
   0x000000000040d84c <+49878>:	mov    rdx,rax
   0x000000000040d84f <+49881>:	xor    eax,eax
   0x000000000040d851 <+49883>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d856 <+49888>:	call   0x4011e0 <geteuid@plt>
   0x000000000040d85b <+49893>:	test   eax,eax
   0x000000000040d85d <+49895>:	je     0x4015d9 <win+99>
   0x000000000040d863 <+49901>:	jmp    0x4015c1 <win+75>
   0x000000000040d868 <+49906>:	mov    edx,0x100
   0x000000000040d86d <+49911>:	mov    rsi,rbp
   0x000000000040d870 <+49914>:	call   0x401200 <read@plt>
   0x000000000040d875 <+49919>:	test   eax,eax
   0x000000000040d877 <+49921>:	jg     0x40d8a3 <win+49965>
   0x000000000040d879 <+49923>:	call   0x401180 <__errno_location@plt>
   0x000000000040d87e <+49928>:	mov    edi,DWORD PTR [rax]
   0x000000000040d880 <+49930>:	call   0x401280 <strerror@plt>
   0x000000000040d885 <+49935>:	mov    edi,0x1
   0x000000000040d88a <+49940>:	lea    rsi,[rip+0x4818]        # 0x4120a9
   0x000000000040d891 <+49947>:	mov    rdx,rax
   0x000000000040d894 <+49950>:	xor    eax,eax
   0x000000000040d896 <+49952>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d89b <+49957>:	or     edi,0xffffffff
   0x000000000040d89e <+49960>:	call   0x401260 <exit@plt>
   0x000000000040d8a3 <+49965>:	movsxd rdx,eax
   0x000000000040d8a6 <+49968>:	mov    rsi,rbp
   0x000000000040d8a9 <+49971>:	mov    edi,0x1
   0x000000000040d8ae <+49976>:	call   0x4011a0 <write@plt>
   0x000000000040d8b3 <+49981>:	lea    rdi,[rip+0x489a]        # 0x412154
   0x000000000040d8ba <+49988>:	call   0x401190 <puts@plt>
   0x000000000040d8bf <+49993>:	lea    rdi,[rip+0x473e]        # 0x412004
   0x000000000040d8c6 <+50000>:	xor    esi,esi
   0x000000000040d8c8 <+50002>:	xor    eax,eax
   0x000000000040d8ca <+50004>:	call   0x401250 <open@plt>
   0x000000000040d8cf <+50009>:	mov    edi,eax
   0x000000000040d8d1 <+50011>:	test   eax,eax
   0x000000000040d8d3 <+50013>:	jns    0x40d909 <win+50067>
   0x000000000040d8d5 <+50015>:	call   0x401180 <__errno_location@plt>
   0x000000000040d8da <+50020>:	mov    edi,DWORD PTR [rax]
   0x000000000040d8dc <+50022>:	call   0x401280 <strerror@plt>
   0x000000000040d8e1 <+50027>:	lea    rsi,[rip+0x4722]        # 0x41200a
   0x000000000040d8e8 <+50034>:	mov    edi,0x1
   0x000000000040d8ed <+50039>:	mov    rdx,rax
   0x000000000040d8f0 <+50042>:	xor    eax,eax
   0x000000000040d8f2 <+50044>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d8f7 <+50049>:	call   0x4011e0 <geteuid@plt>
   0x000000000040d8fc <+50054>:	test   eax,eax
   0x000000000040d8fe <+50056>:	je     0x4015d9 <win+99>
   0x000000000040d904 <+50062>:	jmp    0x4015c1 <win+75>
   0x000000000040d909 <+50067>:	mov    edx,0x100
   0x000000000040d90e <+50072>:	mov    rsi,rbp
   0x000000000040d911 <+50075>:	call   0x401200 <read@plt>
   0x000000000040d916 <+50080>:	test   eax,eax
   0x000000000040d918 <+50082>:	jg     0x40d944 <win+50126>
   0x000000000040d91a <+50084>:	call   0x401180 <__errno_location@plt>
   0x000000000040d91f <+50089>:	mov    edi,DWORD PTR [rax]
   0x000000000040d921 <+50091>:	call   0x401280 <strerror@plt>
   0x000000000040d926 <+50096>:	mov    edi,0x1
   0x000000000040d92b <+50101>:	lea    rsi,[rip+0x4777]        # 0x4120a9
   0x000000000040d932 <+50108>:	mov    rdx,rax
   0x000000000040d935 <+50111>:	xor    eax,eax
   0x000000000040d937 <+50113>:	call   0x401230 <__printf_chk@plt>
   0x000000000040d93c <+50118>:	or     edi,0xffffffff
   0x000000000040d93f <+50121>:	call   0x401260 <exit@plt>
   0x000000000040d944 <+50126>:	movsxd rdx,eax
   0x000000000040d947 <+50129>:	mov    rsi,rbp
   0x000000000040d94a <+50132>:	mov    edi,0x1
   0x000000000040d94f <+50137>:	call   0x4011a0 <write@plt>
